Year,Stage,Jury or Televoting,From country,To country,Points
1973,f,J,United Kingdom,Spain,4
1973,f,J,United Kingdom,Switzerland,7
1973,f,J,United Kingdom,Yugoslavia,4
1973,f,J,United Kingdom,Italy,5
1973,f,J,United Kingdom,Luxembourg,10
1973,f,J,United Kingdom,Sweden,7
1973,f,J,United Kingdom,The Netherlands,3
1973,f,J,United Kingdom,Ireland,5
1973,f,J,United Kingdom,United Kingdom,0
1973,f,J,United Kingdom,France,5
1973,f,J,United Kingdom,Israel,5
1973,f,J,France,Finland,4
1973,f,J,France,Belgium,2
1973,f,J,France,Portugal,6
1973,f,J,France,Germany,7
1973,f,J,France,Norway,6
1973,f,J,France,Monaco,5
1973,f,J,France,Spain,9
1973,f,J,France,Switzerland,2
1973,f,J,France,Yugoslavia,4
1973,f,J,France,Italy,5
1973,f,J,France,Luxembourg,10
1973,f,J,France,Sweden,4
1973,f,J,France,The Netherlands,6
1973,f,J,France,Ireland,4
1973,f,J,France,United Kingdom,8
1973,f,J,France,France,0
1973,f,J,France,Israel,5
1973,f,J,Israel,Finland,5
1973,f,J,Israel,Belgium,2
1973,f,J,Israel,Portugal,5
1973,f,J,Israel,Germany,4
1973,f,J,Israel,Norway,9
1973,f,J,Israel,Monaco,4
1973,f,J,Israel,Spain,8
1973,f,J,Israel,Switzerland,3
1973,f,J,Israel,Yugoslavia,4
1973,f,J,Israel,Italy,4
1973,f,J,Israel,Luxembourg,8
1973,f,J,Israel,Sweden,5
1973,f,J,Israel,The Netherlands,2
1973,f,J,Israel,Ireland,4
1973,f,J,Israel,United Kingdom,9
1973,f,J,Israel,France,2
1973,f,J,Israel,Israel,0
1974,f,J,Finland,Finland,0
1974,f,J,Finland,United Kingdom,1
1974,f,J,Finland,Spain,0
1974,f,J,Finland,Norway,0
1974,f,J,Finland,Greece,0
1974,f,J,Finland,Israel,0
1974,f,J,Finland,Yugoslavia,1
1974,f,J,Finland,Sweden,5
1974,f,J,Finland,Luxembourg,0
1974,f,J,Finland,Monaco,0
1974,f,J,Finland,Belgium,0
1974,f,J,Finland,The Netherlands,1
1974,f,J,Finland,Ireland,0
1974,f,J,Finland,Germany,0
1974,f,J,Finland,Switzerland,0
1974,f,J,Finland,Portugal,0
1974,f,J,Finland,Italy,2
1974,f,J,United Kingdom,Finland,1
1974,f,J,United Kingdom,United Kingdom,0
1974,f,J,United Kingdom,Spain,0
1974,f,J,United Kingdom,Norway,0
1974,f,J,United Kingdom,Greece,0
1974,f,J,United Kingdom,Israel,2
1974,f,J,United Kingdom,Yugoslavia,0
1974,f,J,United Kingdom,Sweden,0
1974,f,J,United Kingdom,Luxembourg,0
1974,f,J,United Kingdom,Monaco,0
1974,f,J,United Kingdom,Belgium,0
1974,f,J,United Kingdom,The Netherlands,0
1974,f,J,United Kingdom,Ireland,1
1974,f,J,United Kingdom,Germany,0
1974,f,J,United Kingdom,Switzerland,1
1974,f,J,United Kingdom,Portugal,0
1974,f,J,United Kingdom,Italy,5
1974,f,J,Spain,Finland,0
1974,f,J,Spain,United Kingdom,0
1974,f,J,Spain,Spain,0
1974,f,J,Spain,Norway,0
1974,f,J,Spain,Greece,0
1974,f,J,Spain,Israel,0
1974,f,J,Spain,Yugoslavia,1
1974,f,J,Spain,Sweden,1
1974,f,J,Spain,Luxembourg,1
1974,f,J,Spain,Monaco,2
1974,f,J,Spain,Belgium,0
1974,f,J,Spain,The Netherlands,0
1974,f,J,Spain,Ireland,2
1974,f,J,Spain,Germany,0
1974,f,J,Spain,Switzerland,0
1974,f,J,Spain,Portugal,1
1974,f,J,Spain,Italy,2
1974,f,J,Norway,Finland,0
1974,f,J,Norway,United Kingdom,0
1974,f,J,Norway,Spain,2
1974,f,J,Norway,Norway,0
1974,f,J,Norway,Greece,0
1974,f,J,Norway,Israel,0
1974,f,J,Norway,Yugoslavia,0
1974,f,J,Norway,Sweden,2
1974,f,J,Norway,Luxembourg,0
1974,f,J,Norway,Monaco,1
1974,f,J,Norway,Belgium,2
1974,f,J,Norway,The Netherlands,1
1974,f,J,Norway,Ireland,2
1974,f,J,Norway,Germany,0
1974,f,J,Norway,Switzerland,0
1974,f,J,Norway,Portugal,0
1974,f,J,Norway,Italy,0
1974,f,J,Greece,Finland,0
1974,f,J,Greece,United Kingdom,1
1974,f,J,Greece,Spain,0
1974,f,J,Greece,Norway,0
1974,f,J,Greece,Greece,0
1974,f,J,Greece,Israel,0
1974,f,J,Greece,Yugoslavia,0
1974,f,J,Greece,Sweden,0
1974,f,J,Greece,Luxembourg,1
1974,f,J,Greece,Monaco,0
1974,f,J,Greece,Belgium,5
1974,f,J,Greece,The Netherlands,2
1974,f,J,Greece,Ireland,0
1974,f,J,Greece,Germany,1
1974,f,J,Greece,Switzerland,0
1974,f,J,Greece,Portugal,0
1974,f,J,Greece,Italy,0
1974,f,J,Israel,Finland,2
1974,f,J,Israel,United Kingdom,0
1974,f,J,Israel,Spain,0
1974,f,J,Israel,Norway,0
1974,f,J,Israel,Greece,0
1974,f,J,Israel,Israel,0
1974,f,J,Israel,Yugoslavia,0
1974,f,J,Israel,Sweden,2
1974,f,J,Israel,Luxembourg,2
1974,f,J,Israel,Monaco,1
1974,f,J,Israel,Belgium,0
1974,f,J,Israel,The Netherlands,1
1974,f,J,Israel,Ireland,1
1974,f,J,Israel,Germany,0
1974,f,J,Israel,Switzerland,0
1974,f,J,Israel,Portugal,0
1974,f,J,Israel,Italy,1
1974,f,J,Yugoslavia,Finland,0
1974,f,J,Yugoslavia,United Kingdom,4
1974,f,J,Yugoslavia,Spain,0
1974,f,J,Yugoslavia,Norway,0
1974,f,J,Yugoslavia,Greece,0
1974,f,J,Yugoslavia,Israel,0
1974,f,J,Yugoslavia,Yugoslavia,0
1974,f,J,Yugoslavia,Sweden,1
1974,f,J,Yugoslavia,Luxembourg,2
1974,f,J,Yugoslavia,Monaco,0
1974,f,J,Yugoslavia,Belgium,0
1974,f,J,Yugoslavia,The Netherlands,3
1974,f,J,Yugoslavia,Ireland,0
1974,f,J,Yugoslavia,Germany,0
1974,f,J,Yugoslavia,Switzerland,0
1974,f,J,Yugoslavia,Portugal,0
1974,f,J,Yugoslavia,Italy,0
1974,f,J,Sweden,Finland,0
1974,f,J,Sweden,United Kingdom,0
1974,f,J,Sweden,Spain,0
1974,f,J,Sweden,Norway,1
1974,f,J,Sweden,Greece,2
1974,f,J,Sweden,Israel,1
1974,f,J,Sweden,Yugoslavia,0
1974,f,J,Sweden,Sweden,0
1974,f,J,Sweden,Luxembourg,0
1974,f,J,Sweden,Monaco,1
1974,f,J,Sweden,Belgium,0
1974,f,J,Sweden,The Netherlands,3
1974,f,J,Sweden,Ireland,2
1974,f,J,Sweden,Germany,0
1974,f,J,Sweden,Switzerland,0
1974,f,J,Sweden,Portugal,0
1974,f,J,Sweden,Italy,0
1974,f,J,Luxembourg,Finland,0
1974,f,J,Luxembourg,United Kingdom,0
1974,f,J,Luxembourg,Spain,1
1974,f,J,Luxembourg,Norway,0
1974,f,J,Luxembourg,Greece,0
1974,f,J,Luxembourg,Israel,0
1974,f,J,Luxembourg,Yugoslavia,0
1974,f,J,Luxembourg,Sweden,1
1974,f,J,Luxembourg,Luxembourg,0
1974,f,J,Luxembourg,Monaco,2
1974,f,J,Luxembourg,Belgium,3
1974,f,J,Luxembourg,The Netherlands,0
1974,f,J,Luxembourg,Ireland,2
1974,f,J,Luxembourg,Germany,0
1974,f,J,Luxembourg,Switzerland,0
1974,f,J,Luxembourg,Portugal,0
1974,f,J,Luxembourg,Italy,1
1974,f,J,Monaco,Finland,0
1974,f,J,Monaco,United Kingdom,0
1974,f,J,Monaco,Spain,3
1974,f,J,Monaco,Norway,1
1974,f,J,Monaco,Greece,0
1974,f,J,Monaco,Israel,0
1974,f,J,Monaco,Yugoslavia,0
1974,f,J,Monaco,Sweden,0
1974,f,J,Monaco,Luxembourg,1
1974,f,J,Monaco,Monaco,0
1974,f,J,Monaco,Belgium,0
1974,f,J,Monaco,The Netherlands,0
1974,f,J,Monaco,Ireland,1
1974,f,J,Monaco,Germany,0
1974,f,J,Monaco,Switzerland,0
1974,f,J,Monaco,Portugal,0
1974,f,J,Monaco,Italy,4
1974,f,J,Belgium,Finland,0
1974,f,J,Belgium,United Kingdom,1
1974,f,J,Belgium,Spain,0
1974,f,J,Belgium,Norway,1
1974,f,J,Belgium,Greece,0
1974,f,J,Belgium,Israel,0
1974,f,J,Belgium,Yugoslavia,1
1974,f,J,Belgium,Sweden,0
1974,f,J,Belgium,Luxembourg,1
1974,f,J,Belgium,Monaco,2
1974,f,J,Belgium,Belgium,0
1974,f,J,Belgium,The Netherlands,1
1974,f,J,Belgium,Ireland,0
1974,f,J,Belgium,Germany,1
1974,f,J,Belgium,Switzerland,1
1974,f,J,Belgium,Portugal,0
1974,f,J,Belgium,Italy,1
1974,f,J,The Netherlands,Finland,0
1974,f,J,The Netherlands,United Kingdom,0
1974,f,J,The Netherlands,Spain,1
1974,f,J,The Netherlands,Norway,0
1974,f,J,The Netherlands,Greece,4
1974,f,J,The Netherlands,Israel,2
1974,f,J,The Netherlands,Yugoslavia,0
1974,f,J,The Netherlands,Sweden,3
1974,f,J,The Netherlands,Luxembourg,0
1974,f,J,The Netherlands,Monaco,0
1974,f,J,The Netherlands,Belgium,0
1974,f,J,The Netherlands,The Netherlands,0
1974,f,J,The Netherlands,Ireland,0
1974,f,J,The Netherlands,Germany,0
1974,f,J,The Netherlands,Switzerland,0
1974,f,J,The Netherlands,Portugal,0
1974,f,J,The Netherlands,Italy,0
1974,f,J,Ireland,Finland,1
1974,f,J,Ireland,United Kingdom,1
1974,f,J,Ireland,Spain,0
1974,f,J,Ireland,Norway,0
1974,f,J,Ireland,Greece,0
1974,f,J,Ireland,Israel,1
1974,f,J,Ireland,Yugoslavia,0
1974,f,J,Ireland,Sweden,1
1974,f,J,Ireland,Luxembourg,3
1974,f,J,Ireland,Monaco,1
1974,f,J,Ireland,Belgium,0
1974,f,J,Ireland,The Netherlands,1
1974,f,J,Ireland,Ireland,0
1974,f,J,Ireland,Germany,0
1974,f,J,Ireland,Switzerland,0
1974,f,J,Ireland,Portugal,0
1974,f,J,Ireland,Italy,1
1974,f,J,Germany,Finland,0
1974,f,J,Germany,United Kingdom,2
1974,f,J,Germany,Spain,1
1974,f,J,Germany,Norway,0
1974,f,J,Germany,Greece,0
1974,f,J,Germany,Israel,0
1974,f,J,Germany,Yugoslavia,0
1974,f,J,Germany,Sweden,2
1974,f,J,Germany,Luxembourg,1
1974,f,J,Germany,Monaco,2
1974,f,J,Germany,Belgium,0
1974,f,J,Germany,The Netherlands,1
1974,f,J,Germany,Ireland,0
1974,f,J,Germany,Germany,0
1974,f,J,Germany,Switzerland,1
1974,f,J,Germany,Portugal,0
1974,f,J,Germany,Italy,0
1974,f,J,Switzerland,Finland,0
1974,f,J,Switzerland,United Kingdom,1
1974,f,J,Switzerland,Spain,0
1974,f,J,Switzerland,Norway,0
1974,f,J,Switzerland,Greece,0
1974,f,J,Switzerland,Israel,0
1974,f,J,Switzerland,Yugoslavia,0
1974,f,J,Switzerland,Sweden,5
1974,f,J,Switzerland,Luxembourg,0
1974,f,J,Switzerland,Monaco,1
1974,f,J,Switzerland,Belgium,0
1974,f,J,Switzerland,The Netherlands,0
1974,f,J,Switzerland,Ireland,0
1974,f,J,Switzerland,Germany,1
1974,f,J,Switzerland,Switzerland,0
1974,f,J,Switzerland,Portugal,2
1974,f,J,Switzerland,Italy,0
1974,f,J,Portugal,Finland,0
1974,f,J,Portugal,United Kingdom,0
1974,f,J,Portugal,Spain,2
1974,f,J,Portugal,Norway,0
1974,f,J,Portugal,Greece,1
1974,f,J,Portugal,Israel,2
1974,f,J,Portugal,Yugoslavia,1
1974,f,J,Portugal,Sweden,1
1974,f,J,Portugal,Luxembourg,0
1974,f,J,Portugal,Monaco,1
1974,f,J,Portugal,Belgium,0
1974,f,J,Portugal,The Netherlands,1
1974,f,J,Portugal,Ireland,0
1974,f,J,Portugal,Germany,0
1974,f,J,Portugal,Switzerland,0
1974,f,J,Portugal,Portugal,0
1974,f,J,Portugal,Italy,1
1974,f,J,Italy,Finland,0
1974,f,J,Italy,United Kingdom,3
1974,f,J,Italy,Spain,0
1974,f,J,Italy,Norway,0
1974,f,J,Italy,Greece,0
1974,f,J,Italy,Israel,3
1974,f,J,Italy,Yugoslavia,2
1974,f,J,Italy,Sweden,0
1974,f,J,Italy,Luxembourg,2
1974,f,J,Italy,Monaco,0
1974,f,J,Italy,Belgium,0
1974,f,J,Italy,The Netherlands,0
1974,f,J,Italy,Ireland,0
1974,f,J,Italy,Germany,0
1974,f,J,Italy,Switzerland,0
1974,f,J,Italy,Portugal,0
1974,f,J,Italy,Italy,0
2018,sf1,J,Azerbaijan,Azerbaijan,0
2018,sf1,J,Azerbaijan,Iceland,0
2018,sf1,J,Azerbaijan,Albania,7
2018,sf1,J,Azerbaijan,Belgium,0
2018,sf1,J,Azerbaijan,Czech Republic,0
2018,sf1,J,Azerbaijan,Lithuania,0
2018,sf1,J,Azerbaijan,Israel,4
2018,sf1,J,Azerbaijan,Belarus,12
2018,sf1,J,Azerbaijan,Estonia,1
2018,sf1,J,Azerbaijan,Bulgaria,2
2018,sf1,J,Azerbaijan,F.Y.R. Macedonia,6
2018,sf1,J,Azerbaijan,Croatia,5
2018,sf1,J,Azerbaijan,Austria,0
2018,sf1,J,Azerbaijan,Greece,10
2018,sf1,J,Azerbaijan,Finland,0
2018,sf1,J,Azerbaijan,Armenia,0
2018,sf1,J,Azerbaijan,Switzerland,3
2018,sf1,J,Azerbaijan,Ireland,0
2018,sf1,J,Azerbaijan,Cyprus,8
2018,sf1,T,Azerbaijan,Azerbaijan,0
2018,sf1,T,Azerbaijan,Iceland,0
2018,sf1,T,Azerbaijan,Albania,0
2018,sf1,T,Azerbaijan,Belgium,2
2018,sf1,T,Azerbaijan,Czech Republic,8
2018,sf1,T,Azerbaijan,Lithuania,1
2018,sf1,T,Azerbaijan,Israel,10
2018,sf1,T,Azerbaijan,Belarus,12
2018,sf1,T,Azerbaijan,Estonia,3
2018,sf1,T,Azerbaijan,Bulgaria,4
2018,sf1,T,Azerbaijan,F.Y.R. Macedonia,0
2018,sf1,T,Azerbaijan,Croatia,0
2018,sf1,T,Azerbaijan,Austria,5
2018,sf1,T,Azerbaijan,Greece,0
2018,sf1,T,Azerbaijan,Finland,0
2018,sf1,T,Azerbaijan,Armenia,0
2018,sf1,T,Azerbaijan,Switzerland,0
2018,sf1,T,Azerbaijan,Ireland,6
2018,sf1,T,Azerbaijan,Cyprus,7
2018,sf1,J,Iceland,Azerbaijan,0
2018,sf1,J,Iceland,Iceland,0
2018,sf1,J,Iceland,Albania,12
2018,sf1,J,Iceland,Belgium,2
2018,sf1,J,Iceland,Czech Republic,5
2018,sf1,J,Iceland,Lithuania,0
2018,sf1,J,Iceland,Israel,10
2018,sf1,J,Iceland,Belarus,0
2018,sf1,J,Iceland,Estonia,6
2018,sf1,J,Iceland,Bulgaria,0
2018,sf1,J,Iceland,F.Y.R. Macedonia,0
2018,sf1,J,Iceland,Croatia,0
2018,sf1,J,Iceland,Austria,7
2018,sf1,J,Iceland,Greece,1
2018,sf1,J,Iceland,Finland,4
2018,sf1,J,Iceland,Armenia,0
2018,sf1,J,Iceland,Switzerland,3
2018,sf1,J,Iceland,Ireland,8
2018,sf1,J,Iceland,Cyprus,0
2018,sf1,T,Iceland,Azerbaijan,1
2018,sf1,T,Iceland,Iceland,0
2018,sf1,T,Iceland,Albania,0
2018,sf1,T,Iceland,Belgium,0
2018,sf1,T,Iceland,Czech Republic,12
2018,sf1,T,Iceland,Lithuania,3
2018,sf1,T,Iceland,Israel,8
2018,sf1,T,Iceland,Belarus,0
2018,sf1,T,Iceland,Estonia,6
2018,sf1,T,Iceland,Bulgaria,0
2018,sf1,T,Iceland,F.Y.R. Macedonia,0
2018,sf1,T,Iceland,Croatia,0
2018,sf1,T,Iceland,Austria,7
2018,sf1,T,Iceland,Greece,0
2018,sf1,T,Iceland,Finland,10
2018,sf1,T,Iceland,Armenia,0
2018,sf1,T,Iceland,Switzerland,2
2018,sf1,T,Iceland,Ireland,4
2018,sf1,T,Iceland,Cyprus,5
2018,sf1,J,Albania,Azerbaijan,5
2018,sf1,J,Albania,Iceland,0
2018,sf1,J,Albania,Albania,0
2018,sf1,J,Albania,Belgium,4
2018,sf1,J,Albania,Czech Republic,0
2018,sf1,J,Albania,Lithuania,1
2018,sf1,J,Albania,Israel,10
2018,sf1,J,Albania,Belarus,7
2018,sf1,J,Albania,Estonia,0
2018,sf1,J,Albania,Bulgaria,6
2018,sf1,J,Albania,F.Y.R. Macedonia,8
2018,sf1,J,Albania,Croatia,0
2018,sf1,J,Albania,Austria,0
2018,sf1,J,Albania,Greece,3
2018,sf1,J,Albania,Finland,0
2018,sf1,J,Albania,Armenia,0
2018,sf1,J,Albania,Switzerland,2
2018,sf1,J,Albania,Ireland,0
2018,sf1,J,Albania,Cyprus,12
2018,sf1,T,Albania,Azerbaijan,7
2018,sf1,T,Albania,Iceland,0
2018,sf1,T,Albania,Albania,0
2018,sf1,T,Albania,Belgium,0
2018,sf1,T,Albania,Czech Republic,2
2018,sf1,T,Albania,Lithuania,0
2018,sf1,T,Albania,Israel,4
2018,sf1,T,Albania,Belarus,0
2018,sf1,T,Albania,Estonia,6
2018,sf1,T,Albania,Bulgaria,5
2018,sf1,T,Albania,F.Y.R. Macedonia,0
2018,sf1,T,Albania,Croatia,0
2018,sf1,T,Albania,Austria,3
2018,sf1,T,Albania,Greece,10
2018,sf1,T,Albania,Finland,8
2018,sf1,T,Albania,Armenia,0
2018,sf1,T,Albania,Switzerland,1
2018,sf1,T,Albania,Ireland,0
2018,sf1,T,Albania,Cyprus,12
2018,sf1,J,Belgium,Azerbaijan,0
2018,sf1,J,Belgium,Iceland,1
2018,sf1,J,Belgium,Albania,4
2018,sf1,J,Belgium,Belgium,0
2018,sf1,J,Belgium,Czech Republic,10
2018,sf1,J,Belgium,Lithuania,0
2018,sf1,J,Belgium,Israel,7
2018,sf1,J,Belgium,Belarus,0
2018,sf1,J,Belgium,Estonia,0
2018,sf1,J,Belgium,Bulgaria,2
2018,sf1,J,Belgium,F.Y.R. Macedonia,0
2018,sf1,J,Belgium,Croatia,0
2018,sf1,J,Belgium,Austria,12
2018,sf1,J,Belgium,Greece,0
2018,sf1,J,Belgium,Finland,0
2018,sf1,J,Belgium,Armenia,6
2018,sf1,J,Belgium,Switzerland,8
2018,sf1,J,Belgium,Ireland,5
2018,sf1,J,Belgium,Cyprus,3
2018,sf1,T,Belgium,Azerbaijan,0
2018,sf1,T,Belgium,Iceland,0
2018,sf1,T,Belgium,Albania,0
2018,sf1,T,Belgium,Belgium,0
2018,sf1,T,Belgium,Czech Republic,8
2018,sf1,T,Belgium,Lithuania,4
2018,sf1,T,Belgium,Israel,3
2018,sf1,T,Belgium,Belarus,0
2018,sf1,T,Belgium,Estonia,5
2018,sf1,T,Belgium,Bulgaria,0
2018,sf1,T,Belgium,F.Y.R. Macedonia,0
2018,sf1,T,Belgium,Croatia,0
2018,sf1,T,Belgium,Austria,10
2018,sf1,T,Belgium,Greece,1
2018,sf1,T,Belgium,Finland,2
2018,sf1,T,Belgium,Armenia,6
2018,sf1,T,Belgium,Switzerland,0
2018,sf1,T,Belgium,Ireland,12
2018,sf1,T,Belgium,Cyprus,7
2018,sf1,J,Czech Republic,Azerbaijan,0
2018,sf1,J,Czech Republic,Iceland,4
2018,sf1,J,Czech Republic,Albania,5
2018,sf1,J,Czech Republic,Belgium,10
2018,sf1,J,Czech Republic,Czech Republic,0
2018,sf1,J,Czech Republic,Lithuania,3
2018,sf1,J,Czech Republic,Israel,12
2018,sf1,J,Czech Republic,Belarus,0
2018,sf1,J,Czech Republic,Estonia,0
2018,sf1,J,Czech Republic,Bulgaria,7
2018,sf1,J,Czech Republic,F.Y.R. Macedonia,0
2018,sf1,J,Czech Republic,Croatia,0
2018,sf1,J,Czech Republic,Austria,1
2018,sf1,J,Czech Republic,Greece,0
2018,sf1,J,Czech Republic,Finland,0
2018,sf1,J,Czech Republic,Armenia,2
2018,sf1,J,Czech Republic,Switzerland,6
2018,sf1,J,Czech Republic,Ireland,8
2018,sf1,J,Czech Republic,Cyprus,0
2018,sf1,T,Czech Republic,Azerbaijan,10
2018,sf1,T,Czech Republic,Iceland,0
2018,sf1,T,Czech Republic,Albania,3
2018,sf1,T,Czech Republic,Belgium,0
2018,sf1,T,Czech Republic,Czech Republic,0
2018,sf1,T,Czech Republic,Lithuania,0
2018,sf1,T,Czech Republic,Israel,12
2018,sf1,T,Czech Republic,Belarus,0
2018,sf1,T,Czech Republic,Estonia,5
2018,sf1,T,Czech Republic,Bulgaria,2
2018,sf1,T,Czech Republic,F.Y.R. Macedonia,0
2018,sf1,T,Czech Republic,Croatia,0
2018,sf1,T,Czech Republic,Austria,6
2018,sf1,T,Czech Republic,Greece,0
2018,sf1,T,Czech Republic,Finland,1
2018,sf1,T,Czech Republic,Armenia,8
2018,sf1,T,Czech Republic,Switzerland,0
2018,sf1,T,Czech Republic,Ireland,4
2018,sf1,T,Czech Republic,Cyprus,7
2018,sf1,J,Lithuania,Azerbaijan,0
2018,sf1,J,Lithuania,Iceland,0
2018,sf1,J,Lithuania,Albania,1
2018,sf1,J,Lithuania,Belgium,8
2018,sf1,J,Lithuania,Czech Republic,5
2018,sf1,J,Lithuania,Lithuania,0
2018,sf1,J,Lithuania,Israel,7
2018,sf1,J,Lithuania,Belarus,0
2018,sf1,J,Lithuania,Estonia,4
2018,sf1,J,Lithuania,Bulgaria,3
2018,sf1,J,Lithuania,F.Y.R. Macedonia,0
2018,sf1,J,Lithuania,Croatia,0
2018,sf1,J,Lithuania,Austria,10
2018,sf1,J,Lithuania,Greece,0
2018,sf1,J,Lithuania,Finland,2
2018,sf1,J,Lithuania,Armenia,0
2018,sf1,J,Lithuania,Switzerland,6
2018,sf1,J,Lithuania,Ireland,12
2018,sf1,J,Lithuania,Cyprus,0
2018,sf1,T,Lithuania,Azerbaijan,0
2018,sf1,T,Lithuania,Iceland,0
2018,sf1,T,Lithuania,Albania,0
2018,sf1,T,Lithuania,Belgium,8
2018,sf1,T,Lithuania,Czech Republic,7
2018,sf1,T,Lithuania,Lithuania,0
2018,sf1,T,Lithuania,Israel,1
2018,sf1,T,Lithuania,Belarus,6
2018,sf1,T,Lithuania,Estonia,12
2018,sf1,T,Lithuania,Bulgaria,2
2018,sf1,T,Lithuania,F.Y.R. Macedonia,0
2018,sf1,T,Lithuania,Croatia,0
2018,sf1,T,Lithuania,Austria,10
2018,sf1,T,Lithuania,Greece,0
2018,sf1,T,Lithuania,Finland,3
2018,sf1,T,Lithuania,Armenia,0
2018,sf1,T,Lithuania,Switzerland,0
2018,sf1,T,Lithuania,Ireland,4
2018,sf1,T,Lithuania,Cyprus,5
2018,sf1,J,Israel,Azerbaijan,10
2018,sf1,J,Israel,Iceland,0
2018,sf1,J,Israel,Albania,4
2018,sf1,J,Israel,Belgium,0
2018,sf1,J,Israel,Czech Republic,3
2018,sf1,J,Israel,Lithuania,2
2018,sf1,J,Israel,Israel,0
2018,sf1,J,Israel,Belarus,0
2018,sf1,J,Israel,Estonia,0
2018,sf1,J,Israel,Bulgaria,0
2018,sf1,J,Israel,F.Y.R. Macedonia,1
2018,sf1,J,Israel,Croatia,6
2018,sf1,J,Israel,Austria,12
2018,sf1,J,Israel,Greece,0
2018,sf1,J,Israel,Finland,7
2018,sf1,J,Israel,Armenia,5
2018,sf1,J,Israel,Switzerland,8
2018,sf1,J,Israel,Ireland,0
2018,sf1,J,Israel,Cyprus,0
2018,sf1,T,Israel,Azerbaijan,5
2018,sf1,T,Israel,Iceland,0
2018,sf1,T,Israel,Albania,0
2018,sf1,T,Israel,Belgium,2
2018,sf1,T,Israel,Czech Republic,12
2018,sf1,T,Israel,Lithuania,0
2018,sf1,T,Israel,Israel,0
2018,sf1,T,Israel,Belarus,0
2018,sf1,T,Israel,Estonia,7
2018,sf1,T,Israel,Bulgaria,3
2018,sf1,T,Israel,F.Y.R. Macedonia,0
2018,sf1,T,Israel,Croatia,0
2018,sf1,T,Israel,Austria,8
2018,sf1,T,Israel,Greece,0
2018,sf1,T,Israel,Finland,6
2018,sf1,T,Israel,Armenia,0
2018,sf1,T,Israel,Switzerland,1
2018,sf1,T,Israel,Ireland,4
2018,sf1,T,Israel,Cyprus,10
2018,sf1,J,Belarus,Azerbaijan,0
2018,sf1,J,Belarus,Iceland,7
2018,sf1,J,Belarus,Albania,12
2018,sf1,J,Belarus,Belgium,0
2018,sf1,J,Belarus,Czech Republic,10
2018,sf1,J,Belarus,Lithuania,0
2018,sf1,J,Belarus,Israel,6
2018,sf1,J,Belarus,Belarus,0
2018,sf1,J,Belarus,Estonia,0
2018,sf1,J,Belarus,Bulgaria,5
2018,sf1,J,Belarus,F.Y.R. Macedonia,0
2018,sf1,J,Belarus,Croatia,8
2018,sf1,J,Belarus,Austria,1
2018,sf1,J,Belarus,Greece,0
2018,sf1,J,Belarus,Finland,3
2018,sf1,J,Belarus,Armenia,4
2018,sf1,J,Belarus,Switzerland,0
2018,sf1,J,Belarus,Ireland,2
2018,sf1,J,Belarus,Cyprus,0
2018,sf1,T,Belarus,Azerbaijan,0
2018,sf1,T,Belarus,Iceland,0
2018,sf1,T,Belarus,Albania,0
2018,sf1,T,Belarus,Belgium,2
2018,sf1,T,Belarus,Czech Republic,8
2018,sf1,T,Belarus,Lithuania,6
2018,sf1,T,Belarus,Israel,10
2018,sf1,T,Belarus,Belarus,0
2018,sf1,T,Belarus,Estonia,3
2018,sf1,T,Belarus,Bulgaria,5
2018,sf1,T,Belarus,F.Y.R. Macedonia,0
2018,sf1,T,Belarus,Croatia,0
2018,sf1,T,Belarus,Austria,4
2018,sf1,T,Belarus,Greece,0
2018,sf1,T,Belarus,Finland,0
2018,sf1,T,Belarus,Armenia,12
2018,sf1,T,Belarus,Switzerland,0
2018,sf1,T,Belarus,Ireland,1
2018,sf1,T,Belarus,Cyprus,7
2018,sf1,J,Estonia,Azerbaijan,3
2018,sf1,J,Estonia,Iceland,0
2018,sf1,J,Estonia,Albania,1
2018,sf1,J,Estonia,Belgium,4
2018,sf1,J,Estonia,Czech Republic,0
2018,sf1,J,Estonia,Lithuania,10
2018,sf1,J,Estonia,Israel,0
2018,sf1,J,Estonia,Belarus,0
2018,sf1,J,Estonia,Estonia,0
2018,sf1,J,Estonia,Bulgaria,7
2018,sf1,J,Estonia,F.Y.R. Macedonia,0
2018,sf1,J,Estonia,Croatia,2
2018,sf1,J,Estonia,Austria,12
2018,sf1,J,Estonia,Greece,0
2018,sf1,J,Estonia,Finland,5
2018,sf1,J,Estonia,Armenia,0
2018,sf1,J,Estonia,Switzerland,0
2018,sf1,J,Estonia,Ireland,6
2018,sf1,J,Estonia,Cyprus,8
2018,sf1,T,Estonia,Azerbaijan,0
2018,sf1,T,Estonia,Iceland,0
2018,sf1,T,Estonia,Albania,0
2018,sf1,T,Estonia,Belgium,3
2018,sf1,T,Estonia,Czech Republic,7
2018,sf1,T,Estonia,Lithuania,10
2018,sf1,T,Estonia,Israel,1
2018,sf1,T,Estonia,Belarus,6
2018,sf1,T,Estonia,Estonia,0
2018,sf1,T,Estonia,Bulgaria,0
2018,sf1,T,Estonia,F.Y.R. Macedonia,0
2018,sf1,T,Estonia,Croatia,0
2018,sf1,T,Estonia,Austria,8
2018,sf1,T,Estonia,Greece,0
2018,sf1,T,Estonia,Finland,12
2018,sf1,T,Estonia,Armenia,0
2018,sf1,T,Estonia,Switzerland,2
2018,sf1,T,Estonia,Ireland,5
